,geometry,osid,theme,changetype,name1_text,name2_text,roadlinkid,description,versiondate,name1_language,name2_language,routehierarchy,geometry_length_m,alternatename1_text,alternatename2_text,capturespecification,versionavailabletodate,alternatename1_language,alternatename2_language,roadclassificationnumber,versionavailablefromdate,presenceofpavement_source,presenceofpavement_sideofroad,presenceofpavement_updatedate,presenceofpavement_evidencedate,presenceofpavement_capturemethod,presenceofpavement_averagewidth_m,presenceofpavement_minimumwidth_m
16,"LINESTRING (-2.0029129 52.5022671, -2.0030798 52.5022888, -2.0030946 52.5022907)",cc1b2d92-7adc-48a7-867b-b672489b21e1,Transport,New,Birmingham Road,,caf68c38-5283-4a5f-9390-83e4835e5d52,Pavement,2023-09-14,,,A Road,12.613,,,Urban,,,,A457,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-04-20,Automated Process,3.99,1.23
17,"LINESTRING (-2.0034029 52.5023648, -2.0032988 52.5026896)",d10b23f0-1703-4c10-abb9-9f3ac90c1d06,Transport,Modified Attributes,Blakeley Hall Road,,5f371f8a-6326-4426-9032-fac0d49880bf,Pavement,2023-11-10,,,Local Road,36.805,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-04-20,Automated Process,1.83,1.32
18,"LINESTRING (-2.002928 52.5022024, -2.0029216 52.50223)",d62f081e-9173-493f-ad63-1d45d8c8e06d,Transport,New,Birmingham Road,,c9a92eca-d988-4017-ae9a-74d653883e22,Pavement,2023-09-14,,,Minor Road,3.107,Pope's Lane,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-04-20,Automated Process,1.76,1.33
19,"LINESTRING (-2.0040881 52.5024489, -2.0041489 52.5024612, -2.0045261 52.502538)",db1af296-1183-428a-8fc4-f3abee5142d8,Transport,New,Birmingham Road,,eb6ffb1b-d641-45fa-b2a7-5bb0262a0167,Pavement,2023-09-14,,,A Road,31.338,,,Urban,,,,A457,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-04-20,Automated Process,2.97,1.22
20,"LINESTRING (-2.0032715 52.5027731, -2.0032061 52.5029647)",f88298c8-56ac-48ee-870b-34fcd496bf87,Transport,New,Blakeley Hall Road,,4044e351-6d50-4ae4-8d77-9b0dc022201c,Pavement,2023-11-10,,,Local Road,21.769,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-04-20,Automated Process,1.89,0.93
0,"LINESTRING (-1.257303 51.7520436, -1.2571638 51.7520696, -1.2568533 51.7521125)",0561e3ac-a1e3-4df6-a119-b21834cfe2e5,Transport,New,High Street,,efd5fb67-e2f4-46e4-975a-5451323ce20e,Pavement,2023-09-14,,,A Road,31.994,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2013-07-08,Automated Process,2.77,1.25
1,"LINESTRING (-1.2575162 51.7520037, -1.2574527 51.751997, -1.2574451 51.7519986, -1.2574346 51.7520006, -1.2573862 51.7520102, -1.2573805 51.7520114, -1.2573595 51.7520156, -1.2573579 51.7520159, -1.257303 51.7520436)",1d1bd278-211e-4e0b-8124-46abcd42303a,Transport,New,High Street,,ae920f85-a21c-428f-b1ba-431c71f2ccfb,Pavement,2023-09-14,,,A Road,16.204,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-07-05,Automated Process,0.75,0.75
2,"LINESTRING (-1.2585203 51.7517329, -1.258406 51.7517622, -1.2581414 51.7518375, -1.2578983 51.7519326, -1.2577567 51.7520092)",27cca5ed-012d-4607-8102-5ee6addd7012,Transport,New,Queen Street,,1b08e2d7-6c39-468b-bbc7-4a4afade6e2c,Pavement,2023-11-10,,,Local Road,61.429,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2022-02-24,Automated Process,3.45,1.2
3,"LINESTRING (-1.2575076 51.7520143, -1.2574847 51.7520426, -1.2574825 51.752043, -1.2573871 51.7520612, -1.2573716 51.752058, -1.257303 51.7520436)",45b03e61-1aff-40b6-ac0a-eb8bdf55250b,Transport,New,High Street,,4b37c5db-3d5e-4432-8702-b24c76b8add9,Pavement,2023-09-14,,,A Road,16.699,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-07-05,Automated Process,2.58,0.65
4,"LINESTRING (-1.2576286 51.7519599, -1.2576288 51.7519826)",5840d9c9-7719-416c-aee8-e9ba831084e3,Transport,New,High Street,,9ea253fe-8845-4e52-a4dd-b5c0ae9096d4,Pavement,2023-09-14,,,A Road,2.53,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2013-07-08,Automated Process,1.5,1.06
5,"LINESTRING (-1.2575549 51.7517694, -1.2575729 51.7518665, -1.2575803 51.7519065, -1.2575839 51.7519255, -1.2576286 51.7519599)",5ac3a6b2-ac60-496e-9b73-b3f840d442b8,Transport,New,St Aldate's,,25bc5cfe-b6df-4fb9-9061-454faddc1bb7,Pavement,2023-09-14,,,A Road,22.391,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2013-07-08,Automated Process,2.76,1.07
6,"LINESTRING (-1.2574913 51.7520011, -1.2574527 51.751997, -1.2574451 51.7519986, -1.2573595 51.7520156, -1.2573579 51.7520159, -1.257303 51.7520436)",5cada957-8f82-4a95-9b96-2e65dd1bd668,Transport,New,High Street,,ae920f85-a21c-428f-b1ba-431c71f2ccfb,Pavement,2023-09-14,,,A Road,14.457,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2013-07-08,Automated Process,4.39,1.01
7,"LINESTRING (-1.2575575 51.751772, -1.2576008 51.751814, -1.2576343 51.7518653, -1.2576553 51.7519209)",67bec73b-fa95-4da3-9507-fe34e6d73f20,Transport,Modified Attributes,St Aldate's,,6abf8d64-6ae0-4ab1-864c-4e81d60a892c,Pavement,2023-11-10,,,A Road,18.056,,,Urban,,,,A420,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2022-03-03,Automated Process,4.76,0.8
8,"LINESTRING (-1.257299 51.7520443, -1.2571638 51.7520696, -1.2568548 51.7521123)",7482cdf6-e5a8-4425-92df-5d0705250386,Transport,New,High Street,,efd5fb67-e2f4-46e4-975a-5451323ce20e,Pavement,2023-09-14,,,A Road,31.603,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-07-05,Automated Process,2.51,1.34
9,"LINESTRING (-1.2575549 51.7517694, -1.2575549 51.7517695, -1.2575839 51.7519255)",9326ce7b-93dd-4c46-b5dc-88c5f026a913,Transport,New,St Aldate's,,25bc5cfe-b6df-4fb9-9061-454faddc1bb7,Pavement,2023-09-14,,,A Road,17.477,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2013-07-08,Automated Process,3.08,0.81
10,"LINESTRING (-1.2575549 51.7517694, -1.2576008 51.751814, -1.2576304 51.7518594, -1.2576343 51.7518653, -1.2576476 51.7519004, -1.2576553 51.7519209, -1.2576286 51.7519599)",ba8164e4-dbc5-4445-9a4a-0bdf279bc6c4,Transport,Modified Attributes,St Aldate's,,6abf8d64-6ae0-4ab1-864c-4e81d60a892c,Pavement,2023-11-10,,,A Road,23.106,,,Urban,,,,A420,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2013-07-08,Automated Process,1.97,1.07
11,"LINESTRING (-1.2576288 51.7519826, -1.2577491 51.7520133)",bdb3c3dd-8bae-47ca-8b67-a012c0b5a152,Transport,New,Cornmarket Street,,e6098b70-7e10-4e8d-99fb-8562685dfc15,Pavement,2023-09-14,,,Local Road,8.978,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2022-03-03,Automated Process,3.4,1.08
12,"LINESTRING (-1.2575162 51.7520037, -1.2574847 51.7520426, -1.2574825 51.752043, -1.2574585 51.7520476, -1.2574302 51.752053, -1.2574041 51.752058, -1.2573871 51.7520612, -1.2573716 51.752058, -1.257303 51.7520436)",c3e89000-b537-40e3-96a2-efeab9e37d08,Transport,New,High Street,,4b37c5db-3d5e-4432-8702-b24c76b8add9,Pavement,2023-09-14,,,A Road,18.022,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2013-07-08,Automated Process,1.14,1.05
13,"LINESTRING (-1.2577562 51.7520256, -1.2578111 51.7521212, -1.2579478 51.7523588, -1.258107 51.7526378, -1.2581795 51.7527649, -1.25819 51.7527832)",cd6a31a7-ad00-47f7-ac06-023f2445b169,Transport,New,Cornmarket Street,,d395943c-0d16-4841-837f-9e5e75f632e4,Pavement,2023-09-14,,,Local Road,89.427,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-07-05,Automated Process,3.91,1.2
14,"LINESTRING (-1.2585194 51.7517331, -1.258406 51.7517622, -1.2581414 51.7518375, -1.2578983 51.7519326, -1.2578047 51.7519832)",d2ec0e24-7457-47bf-9e7b-f19ac51c83c4,Transport,Modified Geometry And Attributes,Queen Street,,1b08e2d7-6c39-468b-bbc7-4a4afade6e2c,Pavement,2023-11-10,,,Local Road,56.977,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2022-03-03,Automated Process,3.5,1.2
15,"LINESTRING (-1.2572501 51.751225, -1.2573627 51.7514235, -1.2574188 51.7515407, -1.2575543 51.7517684)",e2465e97-c7c5-4538-9ea6-309ddbe63d77,Transport,New,St Aldate's,,c26462a2-c483-4753-9638-4edbb5161571,Pavement,2023-09-14,,,A Road,64.011,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2013-07-08,Automated Process,2.59,1.4
16,"LINESTRING (-1.2577566 51.7520263, -1.2578111 51.7521212, -1.2579478 51.7523588, -1.258107 51.7526378, -1.2581795 51.7527649, -1.2582037 51.7528072)",e8a1b616-ad2e-425d-b5eb-6c203cc5d032,Transport,New,Cornmarket Street,,d395943c-0d16-4841-837f-9e5e75f632e4,Pavement,2023-09-14,,,Local Road,92.175,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2022-02-24,Automated Process,4.1,0.88
17,"LINESTRING (-1.2575781 51.7519921, -1.2575162 51.7520037)",eac23bdc-3715-453d-b1b2-c41c5f6f3aa4,Transport,New,High Street,,2adb3a9a-db15-456e-9b5f-c936293b9970,Pavement,2023-09-14,,,A Road,4.463,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2013-07-08,Automated Process,2.04,1.16
18,"LINESTRING (-1.2572502 51.7512251, -1.2573627 51.7514235, -1.2574188 51.7515407, -1.2575549 51.7517694)",f132404a-fd45-4ec9-aec6-f00cf43e264e,Transport,New,St Aldate's,,c26462a2-c483-4753-9638-4edbb5161571,Pavement,2023-09-14,,,A Road,64.112,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2022-03-03,Automated Process,3.19,0.82
19,"LINESTRING (-1.2576288 51.7519826, -1.2576311 51.7519832, -1.2577491 51.7520133)",f5a40305-5d7d-4493-a635-2ed0f404fa8c,Transport,New,Cornmarket Street,,e6098b70-7e10-4e8d-99fb-8562685dfc15,Pavement,2023-09-14,,,Local Road,8.978,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-07-05,Automated Process,3.05,0.1
20,"LINESTRING (-1.2576288 51.7519826, -1.2575162 51.7520037)",ffdfc177-1bb0-45da-8699-865c3246a029,Transport,New,High Street,,2adb3a9a-db15-456e-9b5f-c936293b9970,Pavement,2023-09-14,,,A Road,8.117,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-07-05,Automated Process,2.77,0.21
0,"LINESTRING (-4.1298186 50.410539, -4.1297921 50.4111338, -4.1298074 50.4111605, -4.1298318 50.4111789)",3379fb5e-69db-4b70-8713-aa2d42e58659,Transport,New,Smallack Close,,04405c6a-5a7f-4555-af5b-e6fef3df5f53,Pavement,2023-09-14,,,Local Road,72.024,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-06-28,Automated Process,1.44,0.67
1,"LINESTRING (-4.1311665 50.4107426, -4.1310305 50.4108143, -4.1307826 50.4109358, -4.1304596 50.4110846)",751db9b1-caa3-445d-8362-f903f05f704d,Transport,New,Tavistock Road,,934d453b-87e1-429b-8716-77c271138ad7,Pavement,2023-09-14,,,A Road Primary,63.034,,,Urban,,,,A386,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-06-28,Automated Process,2.27,0.86
2,"LINESTRING (-4.1298183 50.4105458, -4.1297921 50.4111338, -4.1298074 50.4111605, -4.1298482 50.4111912)",8d29be7d-bfb2-4f3b-b8f5-3ce36e1116ed,Transport,New,Smallack Close,,04405c6a-5a7f-4555-af5b-e6fef3df5f53,Pavement,2023-09-14,,,Local Road,73.073,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-06-28,Automated Process,1.55,1.23
3,"LINESTRING (-4.1304596 50.4110846, -4.1303965 50.4111137, -4.1300859 50.4112407, -4.1299687 50.4112886, -4.1298515 50.4113365, -4.1298436 50.4113397, -4.1298021 50.4113565, -4.1285855 50.4118484, -4.1283789 50.4119512)",af33631f-04e2-400f-aa9d-dfb72d109005,Transport,New,Tavistock Road,,5df40c85-22ef-46b0-8efb-fba8c34f1419,Pavement,2023-09-14,,,A Road Primary,176.601,,,Urban,,,,A386,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-06-28,Automated Process,2.18,1.18
4,"LINESTRING (-4.1313868 50.4107906, -4.1312443 50.4108733, -4.130914 50.4110413, -4.1303077 50.4113312, -4.1298107 50.4115482, -4.1294709 50.4116941)",d0b77d02-adac-4db1-b9b5-2b32a35d2280,Transport,New,Tavistock Road,,f14c15bf-d4e9-468c-99af-8a1863c1b898,Pavement,2023-09-14,,,A Road Primary,169.379,,,Urban,,,,A386,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2022-11-30,Automated Process,3.57,0.5
0,"LINESTRING (-1.0956558 50.7997248, -1.0958362 50.7984672, -1.0958561 50.7981706, -1.0958608 50.7979278, -1.0958595 50.7979152)",918ee806-8f13-4c0d-97d2-19b3aab4b04e,Transport,New,Anglesea Road,,ff20d302-4876-42cc-a81d-77b75f1371ea,Pavement,2023-09-14,,,A Road Primary,201.85,,,Urban,,,,A3,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2010-04-13,Automated Process,3.14,0.95
1,"LINESTRING (-1.0954757 50.7998806, -1.0954828 50.7998641, -1.0955274 50.7997598, -1.0956611 50.7987176, -1.095681 50.7983992)",d4d1b137-2a31-463d-91a9-034ce2bc570d,Transport,Modified Attributes,Anglesea Road,,7726a757-1689-454e-a122-ddabe23e29e6,Pavement,2023-11-10,,,A Road Primary,165.638,,,Urban,,,,A3,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2020-11-18,Automated Process,3.23,1.02
2,"LINESTRING (-1.095681 50.7983992, -1.0957021 50.7980615, -1.0957081 50.7977536, -1.0957035 50.7975583)",ee98100d-28be-4c63-9d51-5bdf28378da8,Transport,New,Anglesea Road,,01d54524-4cf0-4690-ad37-d1669b1fe279,Pavement,2023-09-14,,,A Road Primary,93.547,,,Urban,,,,A3,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-11-18,Automated Process,2.76,0.74
0,"LINESTRING (-0.9411067 51.454891, -0.9409727 51.454905, -0.9398502 51.4550072)",29744d43-2e78-4bc4-9718-3a850f608c31,Transport,Modified Geometry And Attributes,London Road,,c873fb04-a7bf-4954-ac9b-a1e338cae2a6,Pavement,2023-11-10,,,A Road,88.27,,,Urban,,,,A4,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-10-28,Automated Process,3.3,1.12
1,"LINESTRING (-0.93985 51.4550072, -0.9398046 51.4550113, -0.9396812 51.4550266)",67a87507-4c8a-4ccc-9874-5bc92ccd3918,Transport,New,London Road,,f8c730b8-255d-4afe-bb0d-c2610dbbf433,Pavement,2023-09-14,,,A Road,11.932,,,Urban,,,,A4,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-28,Automated Process,2.16,0.85
2,"LINESTRING (-0.939848 51.4550074, -0.9398046 51.4550113, -0.9396602 51.4550292, -0.9395395 51.4550442)",a5813569-a24b-4ce6-8ac1-de0383a9e216,Transport,New,London Road,,f8c730b8-255d-4afe-bb0d-c2610dbbf433,Pavement,2023-09-14,,,A Road,21.832,,,Urban,,,,A4,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-28,Automated Process,3.32,1.1
3,"LINESTRING (-0.9411314 51.4548884, -0.9409727 51.454905, -0.93985 51.4550072)",d5144c94-9b68-47b3-86c8-0c02e168aba1,Transport,Modified Attributes,London Road,,c873fb04-a7bf-4954-ac9b-a1e338cae2a6,Pavement,2023-11-10,,,A Road,90.023,,,Urban,,,,A4,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2014-10-28,Automated Process,2.67,1.19
0,"LINESTRING (-0.6358887 53.5862323, -0.6374637 53.5861641)",3671a220-1859-4551-93c3-4da595670efd,Transport,Modified Attributes,Rowland Road,,3d9aacf0-d79f-462c-9e6d-361237a413f9,Pavement,2023-11-10,,,Minor Road,104.555,,,Rural,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-04-21,Automated Process,2.96,1.36
1,"LINESTRING (-0.633946 53.5864116, -0.6341044 53.586363, -0.6341288 53.5863574, -0.6341395 53.5863549, -0.6342751 53.5863234, -0.6342823 53.5863218, -0.6343632 53.586303, -0.6347718 53.5862807, -0.6374639 53.5861641)",574072c9-2093-4c2c-ba02-c7699b7d50bf,Transport,Modified Attributes,Rowland Road,,3d9aacf0-d79f-462c-9e6d-361237a413f9,Pavement,2023-11-10,,,Minor Road,236.061,,,Rural,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2013-06-04,Automated Process,1.9,0.94
2,"LINESTRING (-0.6374639 53.5861641, -0.638171 53.5861334)",f3e280fe-21b2-4d83-a035-8818444b2eb3,Transport,New,Rowland Road,,f2a9f1d7-46a0-4947-acdc-500637f7a1e2,Pavement,2023-09-14,,,Minor Road,46.94,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-04-21,Automated Process,2.92,1.19
3,"LINESTRING (-0.6374639 53.5861641, -0.638221 53.5861313)",f53824c5-7f1b-40bd-b02b-3e0774ed31a1,Transport,New,Rowland Road,,f2a9f1d7-46a0-4947-acdc-500637f7a1e2,Pavement,2023-09-14,,,Minor Road,50.259,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2020-04-20,Automated Process,1.9,1.25
0,"LINESTRING (-2.0934888 53.5791171, -2.0934985 53.5791052, -2.0934997 53.5791033, -2.0935068 53.5790922)",0409fd3c-4dcb-4577-b77a-052f824852ce,Transport,New,,,21ea2126-3913-4a0e-8f1d-2e81e174521d,Pavement,2023-09-14,,,Restricted Secondary Access Road,3.014,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2009-12-22,Automated Process,1.49,1.2
1,"LINESTRING (-2.0939325 53.5788827, -2.0937258 53.5791915)",11550bdd-3a6f-45ad-a916-9715ccc54cf2,Transport,Modified Attributes,Provident Street,,cd12263e-37ed-49e2-92e2-d01181ac97d1,Pavement,2023-11-10,,,Local Road,36.979,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2009-12-22,Automated Process,1.84,1.07
2,"LINESTRING (-2.0944703 53.5793016, -2.0945141 53.5792758, -2.0945295 53.5792651, -2.0945299 53.5792648)",17a5ff99-10d7-4950-bfdc-2802b759a211,Transport,Modified Attributes,,,7735ae4b-d64a-4faa-b34e-9973eefdf8df,Pavement,2023-11-10,,,Restricted Secondary Access Road,5.7,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-09,Automated Process,0.81,0.81
3,"LINESTRING (-2.0943903 53.5789543, -2.0945207 53.57887, -2.0945328 53.578861)",1b6d39e1-979b-494c-a092-44f10d94814d,Transport,New,Crompton Way,,5719e52b-2ddf-41e8-a1a5-1b49530cac33,Pavement,2023-09-14,,,A Road,14.028,,,Urban,,,,A663,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-05-09,Automated Process,3.24,0.91
4,"LINESTRING (-2.0941361 53.5792695, -2.0942345 53.5792118)",24050930-3575-46d2-8a32-e486d40febfb,Transport,Modified Attributes,Society Street,,fe98ea67-4521-438a-82ce-e2dcc082d6ee,Pavement,2023-11-10,,,Local Road,9.145,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-05-09,Automated Process,1.28,1.28
5,"LINESTRING (-2.0940192 53.5787532, -2.0939325 53.5788827)",2c03b37e-9147-451b-9954-f008e08b945b,Transport,Modified Attributes,Provident Street,,a42bd439-f28d-4b68-8b0b-9110477c54c9,Pavement,2023-11-10,,,Local Road,15.507,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2009-12-22,Automated Process,1.85,1.3
6,"LINESTRING (-2.0941901 53.5796253, -2.094454 53.5793196)",455295fd-e938-44aa-9d3c-49b230f79191,Transport,Modified Attributes,,,eca8054a-e914-42c3-adfe-9f97fd79c160,Pavement,2023-10-10,,,Local Road,38.23,,,Urban,,,,,2023-10-11T00:00:00Z,Ordnance Survey,Left,2023-10-06,2004-06-24,Automated Process,1.7,0.79
7,"LINESTRING (-2.0934843 53.5791227, -2.0934985 53.5791052, -2.0934991 53.5791043)",4e513f31-1fa6-4980-8936-29d988aeb992,Transport,New,,,21ea2126-3913-4a0e-8f1d-2e81e174521d,Pavement,2023-09-14,,,Restricted Secondary Access Road,2.274,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2009-12-22,Automated Process,1.59,1.59
8,"LINESTRING (-2.0932469 53.5790522, -2.0933373 53.5788962)",4f33f226-679c-40da-8803-f6cebe7a21ce,Transport,New,Co-Operative Street,,0f241315-6a59-4052-b8ee-4dbdee3b6a7f,Pavement,2023-11-10,,,Local Road,18.366,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2009-12-22,Automated Process,1.51,1.12
9,"LINESTRING (-2.0933373 53.5788962, -2.0934182 53.5787565)",5b8104ac-7565-415b-a10c-cb37d6870cd5,Transport,New,Co-Operative Street,,c6632da4-beff-4977-9046-5e93673b8a67,Pavement,2023-09-14,,,Local Road,16.435,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2009-12-22,Automated Process,1.73,1.21
10,"LINESTRING (-2.0936817 53.5788187, -2.0938153 53.5788528, -2.0938678 53.5788662, -2.0938939 53.5788728, -2.0938975 53.5788738, -2.0939325 53.5788827)",5c9d6d9a-9b8b-4a00-844a-db576d6898e4,Transport,New,,,e808213d-47b7-421b-9f51-b1a526f5acdc,Pavement,2023-09-14,,,Restricted Secondary Access Road,18.069,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2009-12-22,Automated Process,1.65,1.16
11,"LINESTRING (-2.0942828 53.579183, -2.0943401 53.5791488, -2.0944455 53.5790138)",60503149-e9aa-4285-89df-184035515d74,Transport,Modified Attributes,Society Street,,66a97d3b-f9f8-4861-8bcc-d5e2bbdca9f6,Pavement,2023-11-10,,,Local Road,21.927,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-09,Automated Process,1.64,1.06
12,"LINESTRING (-2.0942345 53.5792118, -2.0943401 53.5791488, -2.0944455 53.5790138)",66321595-7293-4dd1-8134-f75a426050b5,Transport,Modified Attributes,Society Street,,66a97d3b-f9f8-4861-8bcc-d5e2bbdca9f6,Pavement,2023-11-10,,,Local Road,26.452,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-05-09,Automated Process,1.37,0.82
13,"LINESTRING (-2.0940198 53.5787524, -2.0939325 53.5788827)",7502cc59-60ae-4ed6-ba31-3a4fc0216c0d,Transport,Modified Attributes,Provident Street,,a42bd439-f28d-4b68-8b0b-9110477c54c9,Pavement,2023-11-10,,,Local Road,15.61,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-05-09,Automated Process,1.82,1.46
14,"LINESTRING (-2.0928739 53.5799347, -2.0943901 53.5789544)",83277b09-4ba2-454a-8930-0eac6cb8e274,Transport,New,Crompton Way,,edd26d3c-a42f-444a-b8fb-22440ff5a406,Pavement,2023-09-14,,,A Road,148.228,,,Urban,,,,A663,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-05-09,Automated Process,1.66,1.08
15,"LINESTRING (-2.0937059 53.5792212, -2.0934674 53.5791436)",9168f9a6-b801-4a85-a89d-aaac84055a49,Transport,New,Crompton Street,,c0a41a6d-5d95-4b23-ae94-29d62794559c,Pavement,2023-09-14,,,Local Road,17.999,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-05-09,Automated Process,1.65,1.51
16,"LINESTRING (-2.093137 53.5792401, -2.0932374 53.5790687)",9476ce39-64cd-4382-8ea1-031dc77ef592,Transport,Modified Attributes,Co-Operative Street,,abee4ed2-4488-43fa-a46d-7ea2da3b3a95,Pavement,2023-11-10,,,Local Road,20.19,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2021-04-20,Automated Process,2.06,1.42
17,"LINESTRING (-2.0938678 53.5788662, -2.0939089 53.5788767)",97c6b346-289d-40fd-8c29-3f421839ecd3,Transport,New,,,e808213d-47b7-421b-9f51-b1a526f5acdc,Pavement,2023-09-14,,,Restricted Secondary Access Road,2.958,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2009-12-22,Automated Process,1.86,1.35
18,"LINESTRING (-2.0934674 53.5791436, -2.0932809 53.5790829)",ad8e07b4-ed27-41ec-90e4-aa208f61354c,Transport,Modified Attributes,Crompton Street,,a9f2033c-211d-4eed-adb1-cdadc3fecaa3,Pavement,2023-11-10,,,Local Road,14.068,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-05-09,Automated Process,1.63,1.08
19,"LINESTRING (-2.0934514 53.5791384, -2.0932594 53.5790759)",bb6ae0b4-d721-4aeb-81ae-df3922071738,Transport,New,Crompton Street,,a9f2033c-211d-4eed-adb1-cdadc3fecaa3,Pavement,2023-11-10,,,Local Road,14.486,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2009-12-22,Automated Process,1.56,1.05
20,"LINESTRING (-2.0941902 53.5796432, -2.0941901 53.5796253, -2.0944688 53.5793025)",c46bc97f-8b51-4960-bfc5-f16c0b3d48e7,Transport,Modified Attributes,,,eca8054a-e914-42c3-adfe-9f97fd79c160,Pavement,2023-10-10,,,Local Road,42.365,,,Urban,,,,,2023-10-11T00:00:00Z,Ordnance Survey,Right,2023-10-06,2016-05-09,Automated Process,1.08,0.9
